ABN,Name,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/04/2004,31/05/2004,30/06/2004,31/07/2004,31/08/2004,30/09/2004,31/10/2004,30/11/2004,31/12/2004,31/01/2005,28/02/2005,31/03/2005,30/04/2005,31/05/2005,30/06/2005,31/07/2005,31/08/2005,30/09/2005,31/10/2005,30/11/2005,31/12/2005,31/01/2006,28/02/2006,31/03/2006,30/04/2006,31/05/2006,30/06/2006,31/07/2006,31/08/2006,30/09/2006,31/10/2006,30/11/2006,31/12/2006,31/01/2007,28/02/2007,31/03/2007,30/04/2007,31/05/2007,30/06/2007,31/07/2007,31/08/2007,30/09/2007,31/10/2007,30/11/2007,31/12/2007,31/01/2008,29/02/2008,31/03/2008,30/04/2008,31/05/2008,30/06/2008,31/07/2008,31/08/2008,30/09/2008,31/10/2008,30/11/2008,31/12/2008,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022,30/04/2022,31/05/2022,30/06/2022,31/07/2022,31/08/2022,30/09/2022,31/10/2022,30/11/2022,31/12/2022,31/01/2023,28/02/2023,31/03/2023,30/04/2023,31/05/2023,30/06/2023,31/07/2023,31/08/2023,30/09/2023,31/10/2023,30/11/2023,31/12/2023,31/01/2024,29/02/2024,31/03/2024,30/04/2024,31/05/2024,30/06/2024,31/07/2024,31/08/2024,30/09/2024,31/10/2024,30/11/2024,31/12/2024,31/01/2025
14087822491,Australian Settlements Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.8,379.7,416.1,415.4,447.7,430.3,387.6,428.8,403.7,443.3,362.4,358.8,431.8,510.7,469.2,445.1,435.6,359.7,480.1,448.4,478,400.9,372.9,347.1,451.2,516.7,377.8,483.9,450.4,406.4,460.3,467,454.7,426,418,381.6,475.3,454.6,475.2,513.5,478.8,468.6,477.7,418.9,446.5,451.7,469.8,429,367.8,409.1,411.6,363.8,285,308,367,373.9,340.8,326.4,381.2,317.3,371.8,359.6,342.5,362.6,405.9,346.7,364.8,343.7,394.1,431.1,441.6
15081596009,AMP Bank Limited,2386.5,2284,2350.8,2178,1847.1,1843.2,1764.5,1839.3,1855.1,1755.1,1752.2,1713.3,1873.4,1879.2,1825.3,1784.5,1767.8,1749.9,1694.8,1727.9,1743.8,1775.4,1799.3,1846,1836.7,1839.5,1910.9,1955,1881.6,1917.7,1959.3,2211.2,2334.9,2368.6,2459.2,2504.7,2390.6,2432.8,2370.5,2338.5,2161.4,2090.8,1995.2,1911.7,1890.4,2192.5,2378.5,2376.9,2322.5,2493.7,2451.2,2452.8,2403.1,2457.2,2460.7,2533.8,2979.5,3056.5,3016.6,3103.1,3186.3,3356.5,3267.2,3151.2,2941.5,2945.2,3099.8,3166.1,2820,2883.6,2916.4,3114,3238,3191.7,3308.5,3483.1,3739.8,3643.1,3522.2,3395.3,3471.4,3450.7,3400.1,3504.7,3434.8,3524.1,3556.8,3535.7,3938.7,3733.2,3879.7,4259.9,4425.2,4058.2,3958.5,4043,4308.7,4394.7,4439.5,4514.1,4738.1,4680.2,5169.3,5134.7,5187.7,5181.1,5006.4,5043.4,4596,4428.7,4311.8,4263.9,4259.4,4568.3,4535.4,4355.2,4146.8,4302.3,4481.9,4591,4907.4,4939.2,4916.3,5145.7,5435.5,5686.9,5766.5,5596.9,5605.3,5656.9,5479.7,5506.9,5645.3,5366.6,5267.1,5393.2,5378.9,5398.1,5387,5324.7,5391.8,5707,5689.1,5936.1,6063.5,6233.4,6309.9,6149.5,5999.5,6128.7,6211.2,6293.4,6426.3,6530.4,6692.3,6915.2,7082.4,6881.7,6643.4,6721.7,6800.6,7255.3,7593.4,7601.2,7953.5,8075.1,8053.4,8166.3,8459.8,8315.2,8228,8307.3,8248,8205.4,8210.3,8310.5,8212.2,8648.2,8381.3,8523.4,8539.4,8298.8,8086.2,7678.6,7559.5,7472.2,7584.6,15134.7,15551.5,15952.4,16084.9,8187.4,8367.5,8389.7,8239.3,8226.3,8381.6,8493.5,8668.5,8477.8,9038.8,9383.1,9834,10192.4,9856.7,9611.4,9163.7,8959.5,9231.9,9219,9310.5,9397.2,9366.5,9471.1,9368.6,9636.3,9915.7,10157,10607.6,10973.6,11486,12244.7,12936.1,13279.1,13633.7,13917.3,13903.7,13495.1,13974.2,14039.8,14275.9,14546.3,14705.8,14780.9,14320.4,14092.6,14154.5,14673.8,14504.2,15008.5,15397.5,15114.5,14823.7,14661.2,14751.7,14641.2,14717.5,14648,14380.7,14187.8,13833,13764.9,14138.3,14186.3,13964.9,13684.7,13762.8,14110.3
15087651143,Beyond Bank Australia Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280.7,3291.6,3319.5,3335.8,3340.9,3325.6,3318.2,3322.2,3350,3339.4,3323.2,3386.8,3392.9,3395.5,3413.1,3406.5,3424.2,3411,3424.3,3421.2,3450.5,3445.4,3453.9,3518.2,3499.7,3520.5,3522.5,3508.5,3537.9,3518.8,3516,3575.4,3641,3700,3760.8,3780.8,3792.2,3807.6,3842.1,3879.7,3922.7,3913.5,3981.6,4063.2,4099.1,4169.7,4247.9,4333.2,4238.1,4211.8,4173.9,4185.8,4129.9,4134.5,4303.4,4313.1,4309.8,4346,4331.1,4367,4385.9,4388.3,4392.6,4411,4431.6,4499.8,4503,9060.7,9062.3,9156.5,9242,4697.3,4736.2,4752,4790.2,4786,4760.9,4770.3,4745.7,5044.7,5150,5218.9,5260.6,5431.8,5485,5588.9,5686.8,5711.9,5778.4,5806,5802,5850.4,5909.3,5912.8,5917.7,6007.6,6053.1,6126.6,6188.2,6185.6,6251.9,6260.6,6275.9,6310.2,6545.4,6507.4,6491.7,6530.1,6523.8,6546.8,6550.8,6637.1,6729,6799.5,6810.1,6799.6,6805.6,6844.9,6846.1,6883.8,6922.6,7004.8,7017.4,7020,7144.1,7223,7336.1,7497.2,7570.6,7607.9,7616.8,7766.8,7833.1,7860.1,8010.1,8060.3,8137.1,8154.2
15126292608,First Commercial Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,4.1,4.1,5,5.1,5.9,7.3,5.5,5.7,6.8,6.7,6.9,5.7,6.1,6.2,6.5,6.5,10.7,11.3,10.7,11.2,10.8,10.9,11.5,9.9,11.8,13,13.3,12.1,11.9,14,16.6,16.2,16.5,11.4,11.3,12.9,12.9,12.6,12.1,12.8,13.1,10.8,12.2,12.4,12.7,13.6,9,9.9,9.5,9.9,10,10.4,38.5,71.1,124.2,113.2,147.5,165,147.9,155,140.5,98.9,81.9,77.5,77.6,80.1,89,54.7,107.7,119.5,101.4,58.9,66.2,75.5,76,97.6,96.5,96.3,97,107.3,94.7,140,130.3,124.3,129.9,153.9,189.1,188.1,234.4,236.1,238.1,201.3,172.5,131.5,139.9,152.2,211.4,260.1,247.1,186.7,227.9,232.8,228.1,290.1,399.1,427.3,433.8,447,439.6,443.9,405.2,390.5,474.8,527.7,514.8,505.1,65,62.4,64.6,63.6,66.9,68.7,74.6,78.9,150.3,160.4,152.3,104.3,105.4,105.4,104.9,92.1,94.2,113.8,125.1,136.7,211.5,226.6,193,205.6,209.1,190.1,182.2,221,227.4,219.9,231,223.2,280.6,237.7,344,351,373.5,303.8,301.9,380.9,377.7,394.2,389.5,376.7,340.8,306.9,294.4,295.5,271.2,359.4,366.6,346.7,345.5,344.1,362.8,411.7,361.1,375,350.6,349.5,377,373,365.5,405.1,397.4,407.4,456
17061700712,Credit Suisse AG,246.1,317.9,254.6,960,592.3,55.7,174.7,245.7,206,646.1,808.3,867.9,933.2,931.4,779.6,885.4,1039.3,1089.5,1041.7,749.1,704.3,824.4,719,717,831.5,715.1,609.8,629.8,797.4,892.6,774.1,937.3,834.1,841,712.4,794,928.5,965.4,911.2,993.2,1107.5,1107.3,1265.8,1333.2,1359.8,1407.4,1258.6,1188.3,1375.9,1194,1669.7,1416.1,898,1157.7,1336.4,1269.5,1252.3,1516,1182.2,1188,1259.3,1788.7,1540.7,2002.2,1784.2,1090.9,1252.7,921.3,949,779,1241.5,1613.5,1526.1,1438.1,1440.1,1244,1000.3,1059.9,1068.6,909.6,949.4,943.3,976.6,935.8,1112.1,1018.6,1005.7,951,904.8,880.8,894.7,873.6,882.1,842,859.1,865.2,1063.6,873.5,929.7,888.8,902.4,938.9,371.7,350.6,371.1,331.2,416.1,441.4,513.6,717.8,748.4,725.9,612.6,675.1,668.8,760.2,742.1,913.2,988,978,981.1,1065.5,918.7,914.5,876.2,842.8,821.7,930.5,1054.9,946.5,936.5,949.6,929.2,826.4,768.1,712.5,612.5,607.8,784,895,886,903.8,932.8,983.3,1134.8,1056.7,1142.7,1160.6,1166.6,1221.7,1191.7,1034.9,1304.5,1422.3,1652.2,1788.8,1932.4,1942.9,1927.2,1766.2,1702.2,1613.2,1634.7,1620.9,1706.3,1810.3,1766.7,1612.6,1857.2,1816.6,2053.7,1967.3,1889,1805.6,1834.4,1887.5,1874.5,1798.1,1933.7,2118.1,2164.9,2208.8,2153.5,2336.5,2343.9,2414.5,2759.8,5211.7,5037.4,5225.1,4734.3,2245,2251.6,2423.6,2169.2,2358.5,2389.2,2077.4,2408.5,2392.4,2904,2836.7,2870.2,2865,2957.7,2878.3,3254.3,3054.4,2746.8,2839.5,3035.7,3978,3685.8,2797.9,2984.6,3553.8,3277.3,5330,5424.8,5022.2,4876.6,4844.7,4929.4,5912,5590.1,5688.3,5235.9,5195.3,4924.5,6287.4,1684.6,1865.4,1984,4601.5,3334.3,2270.8,1525.7,1626.3,2150.8,2342.1,2094.4,2614,2871.8,2730.1,3353.6,3395.6,2881.3,3368.9,3472.5,,,,,,,,,
17135448047,Union Bank of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.1,0.1,1.2,1.2,1.4,1.8,2.7,2.9,7.2,7.5,9.2,10,10,9.8,9.9,9.8,9.9,13.2,17,17.3,15.9,16.4,15.7,25.7,15.2,14.3,12.2,12.8,13.9,12.4,12.4,13.9,13.6,14,14,28,32,33.2,32.2,17,20.2,21.2,21.3,24.2,27.3,29.2,29.3,28.7,28.8,28.8,28.8,30.7,30.7,30.7,30.1,29.9,29.9,29.8,29.8,24.8,24.8,21.8,17.8,16.8,14.6,14.6,13.6,13.6,13.6,13.6,13.8,13.9,13.9,13.9,13.9,13.9,13.9,14.9,14.9,14.9,14.9,14.9,13.8,13.8,13.5,13.5,15.5,14.5,14.5,22,22,22,23,23,22.7,23.7,23.5,23.5,23.5,23,24,24.5,23.5,24,24.5,24.5
21087650360,Regional Australia Bank Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.5,1064.1,1080.6,1097.4,1124.5,1124.5,1131.1,1160.4,1166.9,1183.2,1176.1,1199.1,1213.6,1222.6,1219.8,1224.7,1228.7,1230.8,1223.7,1228.9,1240.7,1270.1,1268.6,1280.7,1283.4,1290.4,1294.9,1310,1325.2,1316.6,1321.7,2706.2,2767.6,2755.6,2744,1985.4,1980.9,2001.1,2004.2,2019.7,2039.7,2025.6,2012.5,2042.4,2106.3,2121.1,2145.4,2207.8,2204,2222,2249.2,2259.5,2285.5,2279.8,2295.8,2324.8,2361.9,2363,2393.6,2438.7,2453.9,2500.9,2537.3,2563.6,2613.8,2619.9,2651.1,2669.3,2715.6,2715.2,2698.4,2740.9,2736.7,2739.2,2740.2,2722.9,2708.9,2708,2704.6,2716.2,2724.2,2707.5,2700.5,2737.4,2770.2,2793.2,2829.9,2867.1,2886.6,2920.8,2926.8,2928.4,3081.1,3109.1,3104.1,3170.8,3184.9,3219.4,3246.8,3246.8,3286.1,3341.2
21087651607,Bank Australia Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2291.1,2308.7,2316.7,2321.2,2320.1,2366.2,2370.8,2416.5,2445,2452.7,2475.2,2481.2,2481.2,2481.8,2520.3,2521.9,2520.8,2519.7,2514.9,2539.9,2595.5,2614.7,2666.7,2672.9,2649.6,2677.8,2658.5,2671.9,2678.9,2689.3,2693.4,2709.3,2748.3,2773.3,2819.1,2819.7,2860.6,2913.1,2923.3,2958.1,2978,3016,3024.8,3097.6,3080.4,3091.7,3142.1,3132.1,3143.6,3158.7,3164.2,3204.6,3232.1,3248.2,3323.9,3386.5,3441.6,3496,3559,3615.4,3646.4,3653.4,3704.4,3755.1,4136.2,4186.9,4381.8,4554.4,4453.5,4481.5,4596.3,4673.4,4680.8,4701.9,4775,4830.7,4846.7,4841.6,4855.1,4873,4916.1,4906.3,5024.4,5016.1,5059.4,5144.9,5175.5,5226.7,5299.1,5317.9,10475.4,10566.2,10707,10663.6,5342.6,5404.5,5470.5,5547.1,5593.8,5639.2,5690.4,5689.5,5711.4,5821.1,5840.1,5870.7,6032.5,6091.5,6205.1,6338.8,6361.3,6447.6,6473.1,6486.5,6525.7,6547.6,6519.6,6543.5,6686.7,6792.6,6970.5,7046.5,7088,7193.7,7272.3,7306.5,7366.1,7353.8,7332.7,7345.7,7406.1,7470,7534.2,7520,7541.8,7606.7,7646.3,7686.7,7697.6,7660.1,7665,7690.6,7709.8,7784.6,7943.6,8032.8,8097.1,8182.2,8233.6,8235.2,8254.3,8322.6,8374.6,8336.2,8488.9,8584.8,8598.2,8677.5,8676.4,8747.5,8749.4
22050494454,Bank of Western Australia Ltd,12213.8,12853.5,14571.8,14302.4,14785.2,15882.7,16517.8,16630,16212.9,16361.8,15850.2,15443.9,16040.4,15739.2,16108.9,16461.6,16575.4,17496.2,18592,18714,19063.2,19815.9,20720.6,21420.7,22361.6,21299.7,20141.4,20238.1,21077,21270.4,21502.4,21919.3,21951.3,22040.6,22293.9,22912.7,24222,25420.3,25621.5,26691.9,28224.5,29007.2,30457.5,29975.2,30648.7,31086.9,31570.7,33278.4,34378.5,34823.8,35055.3,35813.8,36876.9,36901.1,36973.5,36827.8,36701.4,36425.6,36116.7,37613.6,38370,35845.6,36003.9,36563.8,36786,36660,36728.9,35410,36490.1,37774.1,36953.8,36401.4,36537.9,36558.2,37282.5,37694.3,37414.2,38077.2,38456.4,38178.9,38574.6,39409.9,40152.3,41173.1,41415.6,42621.6,43069.7,41733.1,42175.3,40770.2,40935.4,40592.5,40347.9,41277.4,41588.2,41615.6,42065.2,42277.5,42921.1,43454.4,44267.9,44253.7,44069.2,44082.9,43972.7,44135.1,44103.9,43699.1,43456.7,42303.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23000000117,BNP Paribas,6567.5,6466.4,6383.4,6610,7610.6,6575,8757.5,7772.1,7565.1,6879.8,7490,7711,6966.2,7584.6,7268.1,7633.6,6834.3,6517.3,6519.8,7355.1,6558.8,8169.8,7695.9,7102.5,7153.6,7574.2,6691.8,5900.5,6166.8,6907.8,7313.6,8025.6,7001.2,7235.4,6955.4,7586.6,6886.6,7681.7,7945.8,8976.8,8941.1,9766.9,9507.1,10744.1,13021.1,14002.9,14016.9,14011.3,17030.3,16171.7,17349.9,16390.2,17364.2,18622.2,18381.1,17205.1,17752.9,17334.5,18448.2,17372,20141.5,18408.9,18228.7,16994.1,18550.4,15039.6,17221.8,19192.9,19183.8,18130.6,17628.1,16581.3,15959.8,14612,14111,14673.4,14100.6,13963.9,14307.2,14469.2,13144.3,14058.4,13025.9,12930.6,13155.7,12777.6,13532.6,13784.1,15023.7,13505.5,14705.7,14486.9,14680.5,14539.3,12736.7,12756,10644.5,6694.6,5827.7,4542.1,3399.3,3607.3,3577.2,5317.9,5037.3,4608.1,4535.7,4097.3,4096.6,4144.9,3928.7,3739.7,4517.6,4438.7,4659.6,4279.7,3928,4020.8,3960.3,3781.3,3510.9,3877.8,4394.4,4602.8,4653.2,4897.4,5295.8,4384.9,4715.2,5005.3,4025.4,3971.3,3710.9,3761.6,4281.9,4405.6,5292.8,5555,5224.3,5839.5,5217,4388.6,4640.6,4703.5,4180.4,4951.9,4772.5,4587,4937,4446.1,4285.8,3891,3863.1,4262.2,4249,4728.1,4619.6,4247.3,4491,4371.9,4118.8,4360.9,4617.8,4893,4587.7,4610.7,4949.5,5474.7,5064.3,4820,5547.7,5660.1,4960.8,5055,4881.6,5157.6,5194.8,5437.4,5118.8,5888,6315.4,4700.2,5140.7,5403.1,4792.9,4518.1,5249,8061.2,7724.3,7347.3,8364.2,3250.2,3454.3,4038.2,3951.7,4822.6,4801.6,4798.5,5376.8,5762.8,7920.8,7699.6,7469.2,7202.8,6890.2,7532.6,6808.1,6474,6383.5,5954.8,5222.5,6095.4,6549.3,6623.3,6252.5,6319.4,6676.8,5638,5827.6,6168.2,4892.3,5447.9,5647.1,6948.2,6925.2,7147.4,6389.2,6024.7,6500.2,6452.8,20640.2,20157.9,18515.9,19154.9,19344.6,19755.4,21562,22897.3,19766.5,20002.6,20198.1,19447.9,18998,19549.4,19290,19012.7,20167.6,20802.9,21384.3,20702.9,19445.1,20333.3,21609.5,20363.9,22664.4,24167.2,19518.8,20903
23087650806,Summerland Financial Services Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.6,623.5,626.4,630.2,635.9,645,649.8,653.7,658.6,664.6,664.7,657.4,665.3,684.5,704.8,719.8,749.4,753.7,765,768.8,771.6,781,786.9,785.5,797.2,796.4,800.7,807.2,825.8,839.5,861,872.5,897.7,911.6,907.7,914.4,943,944.6,947.5,941.6,948.4,937,931.6,917.1,898.2,895.8,898.6,902.2,897.2,902,900.5,900,910.1,927.8,929.9,945.7,958.9,973.7,982.6,972.5,980.2,974.4,983,981.2,999.4,1005.1,1015.8,1028.3,1027.5,1042.4,1045.7
24000893292,ING Bank (Australia) Limited,9106.1,9588.5,9882.4,11333,12217.4,13017.3,14125.8,15790.3,16416.3,16294.9,16568.1,17002.5,17266.3,17476.5,17562.2,17317.5,18274.6,18420.4,18649.9,18820.3,19523.4,19741.8,20125.6,20104.9,20243.3,20334.4,20563.8,21046.7,21233.3,21564.5,22135.5,22710.9,23059.6,23830.7,23536.1,23789.7,24497.2,24651,25072.2,24765.4,25208.1,24912.9,25013.2,24539.5,25301.6,25777.1,26137.5,27070.9,27716.3,29783,30502.5,31137.1,31102.4,31132.4,30796,29690.5,28934.9,29527.8,29249.8,30367.2,31493.2,30481.5,30376.8,29991.7,30015.7,30401.2,30992,29976.1,30098.7,28955.7,28700.1,27545.8,28057,26393.2,26417.7,26314.2,27772.2,27487.7,27298.8,27101.5,27191.8,27255,26929.3,27487.3,27121.7,27744.8,28246.6,28223.8,28561.7,28202.1,28207.1,28489.6,28556.5,28779.1,28388.1,29144.7,29628.7,28781.7,28528.8,28325,27698,27931.4,28484.7,28425.5,28882.2,28877.4,28156.4,27976.4,28673.2,29098.8,29914.4,30610.1,30866.3,31222,31782.5,32220.8,32497.4,32767.7,33036,33114.8,33279.4,33268,33317.7,33165.9,33208.9,33396.3,32954.5,33074.5,32956.2,32722.3,32421.8,32377.8,32168.9,32247.7,32236.5,32182.7,32681.1,32920,32895.1,32854.1,32792.3,32172.8,31660.6,32202,32188.3,32462.4,32504.8,32928.6,33358.9,33744.8,34378.5,34839.4,35091.2,35104.5,34947.5,35142.9,35358.3,35678.1,35827.9,36123.2,36857.7,37353.8,37682.9,38128.4,38616.6,38964.5,38916.1,39156.2,39411.5,39647.1,39936.1,39965.1,39910.9,40137,40446.2,40582.6,40646.7,40962.1,40854.2,41485.3,42217.6,42570.8,43315.5,44042.7,44672.4,45340.1,46808.6,92757.7,93366.2,94019.7,93010.7,46223.4,46342.9,46315.9,46256.3,45768,45857.5,45806.1,45788.8,45725.7,46476.4,46575.1,46636.1,47689.4,47639.3,47985.8,47936.6,47388.8,47334.3,46543.9,45998,45909.7,45760.8,45288.8,45251.3,46073.7,46560.9,47445.2,47466.5,47190.4,47592.5,47346.4,47428.3,48005.2,47937.1,47851.2,47977,48848,49491.5,49892.8,50094.4,50202.6,50277,50077,50369.5,50554.3,50422.2,50693,50580.5,51076,51928.5,52387,52545.9,52857.8,53112.2,53441,53723.3,53751.3,53939.4,54003.2,53519.3,54372.8,54914.5,55503.4,56111.6,56201,56730.2,56518.7
24111084434,Bank of Scotland plc,,,,,,,,,,,,,,,,,,,,,,,,0,0,4414.1,6428.3,7894.1,7413.9,9330.8,9403.1,10016.2,10293.6,9061.3,9475.1,9435,9550.2,9986.4,9395.6,10075.6,10087.4,10499.8,11126.8,11088.9,12159.7,10336.3,11369,14025.8,16404.4,17688.1,19592.6,20806.2,20814.7,19174.2,18839,18768.6,20455.4,19207.3,17913.4,16348.7,17546.3,13097,10215.9,8960.4,8296.6,10930.6,11285.5,10071.8,6581.1,7134.4,8455.2,9349.8,9405.9,8998.9,9015,8888,7265.6,7478.8,7677.8,7250.3,6354.8,6636.5,6735.4,6558.7,6722,5586.2,6556.3,4997.1,2917.4,1895.4,938.1,292.3,269.4,161.8,159.4,86.4,35.1,35.3,35.2,15.8,12,12,14.8,30,44.6,29.4,31.6,14.6,14.6,14.6,5.6,6.8,5.7,6.4,5.6,5.5,4.5,4.6,4.5,4.6,4.6,4.5,4.5,0,10.2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24125167553,China Construction Bank Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5.2,34.6,80,115.2,155.7,239.9,339.7,416.9,394.5,686,1040.4,1052.7,1016.3,358.8,427.4,387.2,644.9,584.2,702.6,668,678.2,603.9,378.8,372.7,338.8,331.4,442.9,487.2,867.9,758,941.6,874.4,766.2,789.7,1157.8,1217.8,1038.7,884.8,1267.2,1437.7,1668.5,1643.5,1840.6,1964.3,1869.3,1876.9,1126.3,1071.6,893.5,1408.6,1592.9,1631.8,1624.3,1540.2,1421.5,1695.9,1820.1,1941.4,2032.7,1984.2,2496.1,2634,2098.7,1705.8,1640.6,1912.8,2337.1,2807.5,2584.3,3005.6,2112.1,1850,2101.5,2408.8,2585.5,2324.4,2288.9,2575.8,2687.7,2524,2564.3,2607.7,2865.9,3155.7,3212.7,3552.8,3411.8,3992.9,4230.1,4066.4,3468.8,3247.9,3322.5,3147,3295.1,3353.5,3455.3,3836.1,3883.8,3756.2,4996.2,4616.6,4645.1,4709.2,1115,1033.3,1006,965.3,1345.5,1461.3,1448.2,1223.6,1128.6,1568,1290.4,1421.9,824.8,874.9,809.1,848.9,577.3,813,844.8,758,796.1,1017.7,1005.5,773.6,689.6,568.6,757.3,898.9,928.5,796.8,401.2,397.8,508.2,513.9,719.1,733.7,731.9,731.6,289.7,459.2,550.6,537,391.2,439.4,707.2,547.4,896.3,348.6,494.3,275.4,281.7,359.3,233.4,289.1,348.8,355.6,319.8,743.3,1011.8,1456.6,1879.1,1859,778.4,754.5,747.4,804.2,1273.2
24628073085,Avenue Bank Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.5,1,2.1,3.6,4,4.4,6.2,8.5,10.1,12.5,13.4
